Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2002","2002","hg","114","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2003","2003","hg","137","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2004","2004","hg","133","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2005","2005","hg","156","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2006","2006","hg","128","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2007","2007","hg","120","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2008","2008","hg","126","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2009","2009","hg","148","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2010","2010","hg","108","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2011","2011","hg","169","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2012","2012","hg","114","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2013","2013","hg","115","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2014","2014","hg","98","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2015","2015","hg","93","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2016","2016","hg","102","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2017","2017","hg","52","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2018","2018","hg","58","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5422","Yield","1182","Honey, natural","2019","2019","hg","99","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","1992","1992","tonnes","1608","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","1993","1993","tonnes","901","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","1994","1994","tonnes","920","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","1995","1995","tonnes","951","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","1996","1996","tonnes","1359","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","1997","1997","tonnes","1311","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","1998","1998","tonnes","1150","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","1999","1999","tonnes","1558","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2000","2000","tonnes","1100","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2001","2001","tonnes","980","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2002","2002","tonnes","852","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2003","2003","tonnes","1026","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2004","2004","tonnes","916","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2005","2005","tonnes","1042","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2006","2006","tonnes","868","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2007","2007","tonnes","699","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2008","2008","tonnes","775","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2009","2009","tonnes","791","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2010","2010","tonnes","825","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2011","2011","tonnes","1105","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2012","2012","tonnes","603","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2013","2013","tonnes","784","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2014","2014","tonnes","723","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2015","2015","tonnes","688","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2016","2016","tonnes","834","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2017","2017","tonnes","395","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2018","2018","tonnes","475","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5510","Production","1182","Honey, natural","2019","2019","tonnes","953","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","1992","1992","No","77600","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","1993","1993","No","74951","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","1994","1994","No","73980","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","1995","1995","No","72171","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","1996","1996","No","62578","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","1997","1997","No","74415","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","1998","1998","No","74843","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","1999","1999","No","74843","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2000","2000","No","74972","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2001","2001","No","75000","F","FAO estimate"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2002","2002","No","75000","F","FAO estimate"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2003","2003","No","75000","F","FAO estimate"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2004","2004","No","69036","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2005","2005","No","66738","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2006","2006","No","67804","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2007","2007","No","58307","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2008","2008","No","61705","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2009","2009","No","53439","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2010","2010","No","76052","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2011","2011","No","65277","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2012","2012","No","52897","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2013","2013","No","68294","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2014","2014","No","73869","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2015","2015","No","73960","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2016","2016","No","81476","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2017","2017","No","75406","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2018","2018","No","81197","","Official data"
"QCL","Crops and livestock products","154","North Macedonia","5314","Prod Popultn","1182","Honey, natural","2019","2019","No","96143","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1961","1961","tonnes","800","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1962","1962","tonnes","200","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1963","1963","tonnes","400","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1964","1964","tonnes","350","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1965","1965","tonnes","560","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1966","1966","tonnes","455","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1967","1967","tonnes","615","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1968","1968","tonnes","1600","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1969","1969","tonnes","937","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1970","1970","tonnes","783","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1971","1971","tonnes","1016","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1972","1972","tonnes","575","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1973","1973","tonnes","1203","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1974","1974","tonnes","1075","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1975","1975","tonnes","1174","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1976","1976","tonnes","1372","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1977","1977","tonnes","944","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1978","1978","tonnes","900","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1979","1979","tonnes","600","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1980","1980","tonnes","961","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1981","1981","tonnes","1500","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1982","1982","tonnes","1500","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1983","1983","tonnes","1200","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1984","1984","tonnes","1900","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1985","1985","tonnes","1200","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1986","1986","tonnes","970","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1987","1987","tonnes","800","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1988","1988","tonnes","1008","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1989","1989","tonnes","2128","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1990","1990","tonnes","2000","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1991","1991","tonnes","1775","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1992","1992","tonnes","1494","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1993","1993","tonnes","1183","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1994","1994","tonnes","961","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1995","1995","tonnes","1379","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1996","1996","tonnes","1266","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1997","1997","tonnes","1400","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1998","1998","tonnes","1200","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","1999","1999","tonnes","1000","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2000","2000","tonnes","1250","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2001","2001","tonnes","1000","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2002","2002","tonnes","1900","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2003","2003","tonnes","1500","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2004","2004","tonnes","1300","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2005","2005","tonnes","1500","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2006","2006","tonnes","1300","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2007","2007","tonnes","1400","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2008","2008","tonnes","1450","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2009","2009","tonnes","1260","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2010","2010","tonnes","1330","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2011","2011","tonnes","1030","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2012","2012","tonnes","1020","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2013","2013","tonnes","940","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2014","2014","tonnes","1010","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2015","2015","tonnes","940","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2016","2016","tonnes","1150","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2017","2017","tonnes","1250","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2018","2018","tonnes","1350","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","1182","Honey, natural","2019","2019","tonnes","1213","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2004","2004","hg","23","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2005","2005","hg","28","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2006","2006","hg","28","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2007","2007","hg","26","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2008","2008","hg","24","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2009","2009","hg","25","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2010","2010","hg","38","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2011","2011","hg","53","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2012","2012","hg","63","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2013","2013","hg","74","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2014","2014","hg","51","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2015","2015","hg","49","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2016","2016","hg","60","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2017","2017","hg","60","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2018","2018","hg","60","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5422","Yield","1182","Honey, natural","2019","2019","hg","54","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","1991","1991","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","1992","1992","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","1993","1993","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","1994","1994","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","1995","1995","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","1996","1996","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","1997","1997","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","1998","1998","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","1999","1999","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2000","2000","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2001","2001","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2002","2002","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2003","2003","tonnes","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2004","2004","tonnes","63","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2005","2005","tonnes","81","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2006","2006","tonnes","97","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2007","2007","tonnes","92","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2008","2008","tonnes","96","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2009","2009","tonnes","95","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2010","2010","tonnes","151","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2011","2011","tonnes","210","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2012","2012","tonnes","253","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2013","2013","tonnes","297","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2014","2014","tonnes","324","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2015","2015","tonnes","435","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2016","2016","tonnes","600","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2017","2017","tonnes","600","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2018","2018","tonnes","600","","Official data"
"QCL","Crops and livestock products","221","Oman","5510","Production","1182","Honey, natural","2019","2019","tonnes","616","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1979","1979","No","2046","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1980","1980","No","3148","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1981","1981","No","3305","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1990","1990","No","0","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1991","1991","No","0","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1992","1992","No","0","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1993","1993","No","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1994","1994","No","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1995","1995","No","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1996","1996","No","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1997","1997","No","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1998","1998","No","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","1999","1999","No","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2000","2000","No","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2001","2001","No","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2002","2002","No","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2003","2003","No","","M","Data not available"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2004","2004","No","27447","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2005","2005","No","28448","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2006","2006","No","34226","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2007","2007","No","35217","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2008","2008","No","40383","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2009","2009","No","37685","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2010","2010","No","39607","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2011","2011","No","40000","F","FAO estimate"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2012","2012","No","40000","F","FAO estimate"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2013","2013","No","40000","F","FAO estimate"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2014","2014","No","64091","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2015","2015","No","88201","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2016","2016","No","100000","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2017","2017","No","100000","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2018","2018","No","100000","","Official data"
"QCL","Crops and livestock products","221","Oman","5314","Prod Popultn","1182","Honey, natural","2019","2019","No","113798","","Official data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1961","1961","hg","120","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1962","1962","hg","120","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1963","1963","hg","116","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1964","1964","hg","125","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1965","1965","hg","121","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1966","1966","hg","121","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1967","1967","hg","121","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1968","1968","hg","121","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1969","1969","hg","123","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1970","1970","hg","118","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1971","1971","hg","108","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1972","1972","hg","100","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1973","1973","hg","100","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1974","1974","hg","100","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1975","1975","hg","101","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1976","1976","hg","101","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1977","1977","hg","101","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1978","1978","hg","102","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1979","1979","hg","102","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1980","1980","hg","101","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1981","1981","hg","102","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1982","1982","hg","104","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1983","1983","hg","103","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1984","1984","hg","104","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1985","1985","hg","104","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1986","1986","hg","104","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5422","Yield","1182","Honey, natural","1987","1987","hg","105","Fc","Calculated data"
